PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Sex_num,Embarked_num,Deck_num
446,1,1,male,4,0,2,81.8583,S,A,0,0,4
447,1,2,female,13,0,1,19.5,S,C,1,0,0
448,1,1,male,34,0,0,26.55,S,C,0,0,0
449,1,3,female,5,2,1,19.2583,C,C,1,1,0
450,1,1,male,52,0,0,30.5,S,C,0,0,0
451,0,2,male,36,1,2,27.75,S,C,0,0,0
452,0,3,male,30,1,0,19.9667,S,C,0,0,0
453,0,1,male,30,0,0,27.75,C,C,0,1,0
454,1,1,male,49,1,0,89.1042,C,C,0,1,0
455,0,3,male,30,0,0,8.05,S,C,0,0,0
456,1,3,male,29,0,0,7.8958,C,C,0,1,0
457,0,1,male,65,0,0,26.55,S,E,0,0,1
458,1,1,female,30,1,0,51.8625,S,D,1,0,3
459,1,2,female,50,0,0,10.5,S,C,1,0,0
460,0,3,male,30,0,0,7.75,Q,C,0,2,0
461,1,1,male,48,0,0,26.55,S,E,0,0,1
462,0,3,male,34,0,0,8.05,S,C,0,0,0
463,0,1,male,47,0,0,38.5,S,E,0,0,1
464,0,2,male,48,0,0,13.0,S,C,0,0,0
465,0,3,male,30,0,0,8.05,S,C,0,0,0
466,0,3,male,38,0,0,7.05,S,C,0,0,0
467,0,2,male,30,0,0,0.0,S,C,0,0,0
468,0,1,male,56,0,0,26.55,S,C,0,0,0
469,0,3,male,30,0,0,7.725,Q,C,0,2,0
470,1,3,female,1,2,1,19.2583,C,C,1,1,0
471,0,3,male,30,0,0,7.25,S,C,0,0,0
472,0,3,male,38,0,0,8.6625,S,C,0,0,0
473,1,2,female,33,1,2,27.75,S,C,1,0,0
474,1,2,female,23,0,0,13.7917,C,D,1,1,3
475,0,3,female,22,0,0,9.8375,S,C,1,0,0
476,0,1,male,30,0,0,52.0,S,A,0,0,4
477,0,2,male,34,1,0,21.0,S,C,0,0,0
478,0,3,male,29,1,0,7.0458,S,C,0,0,0
479,0,3,male,22,0,0,7.5208,S,C,0,0,0
480,1,3,female,2,0,1,12.2875,S,C,1,0,0
481,0,3,male,9,5,2,46.9,S,C,0,0,0
482,0,2,male,30,0,0,0.0,S,C,0,0,0
483,0,3,male,50,0,0,8.05,S,C,0,0,0
484,1,3,female,63,0,0,9.5875,S,C,1,0,0
485,1,1,male,25,1,0,91.0792,C,B,0,1,5
486,0,3,female,30,3,1,25.4667,S,C,1,0,0
487,1,1,female,35,1,0,90.0,S,C,1,0,0
488,0,1,male,58,0,0,29.7,C,B,0,1,5
489,0,3,male,30,0,0,8.05,S,C,0,0,0
490,1,3,male,9,1,1,15.9,S,C,0,0,0
491,0,3,male,30,1,0,19.9667,S,C,0,0,0
492,0,3,male,21,0,0,7.25,S,C,0,0,0
493,0,1,male,55,0,0,30.5,S,C,0,0,0
494,0,1,male,71,0,0,49.5042,C,C,0,1,0
495,0,3,male,21,0,0,8.05,S,C,0,0,0
496,0,3,male,30,0,0,14.4583,C,C,0,1,0
497,1,1,female,54,1,0,78.2667,C,D,1,1,3
498,0,3,male,30,0,0,15.1,S,C,0,0,0
499,0,1,female,25,1,2,151.55,S,C,1,0,0
500,0,3,male,24,0,0,7.7958,S,C,0,0,0
501,0,3,male,17,0,0,8.6625,S,C,0,0,0
502,0,3,female,21,0,0,7.75,Q,C,1,2,0
503,0,3,female,30,0,0,7.6292,Q,C,1,2,0
504,0,3,female,37,0,0,9.5875,S,C,1,0,0
505,1,1,female,16,0,0,86.5,S,B,1,0,5
506,0,1,male,18,1,0,108.9,C,C,0,1,0
507,1,2,female,33,0,2,26.0,S,C,1,0,0
508,1,1,male,30,0,0,26.55,S,C,0,0,0
509,0,3,male,28,0,0,22.525,S,C,0,0,0
510,1,3,male,26,0,0,56.4958,S,C,0,0,0
511,1,3,male,29,0,0,7.75,Q,C,0,2,0
512,0,3,male,30,0,0,8.05,S,C,0,0,0
513,1,1,male,36,0,0,26.2875,S,E,0,0,1
514,1,1,female,54,1,0,59.4,C,C,1,1,0
515,0,3,male,24,0,0,7.4958,S,C,0,0,0
516,0,1,male,47,0,0,34.0208,S,D,0,0,3
517,1,2,female,34,0,0,10.5,S,F,1,0,6
518,0,3,male,30,0,0,24.15,Q,C,0,2,0
519,1,2,female,36,1,0,26.0,S,C,1,0,0
520,0,3,male,32,0,0,7.8958,S,C,0,0,0
521,1,1,female,30,0,0,93.5,S,B,1,0,5
522,0,3,male,22,0,0,7.8958,S,C,0,0,0
523,0,3,male,30,0,0,7.225,C,C,0,1,0
524,1,1,female,44,0,1,57.9792,C,B,1,1,5
525,0,3,male,30,0,0,7.2292,C,C,0,1,0
526,0,3,male,40,0,0,7.75,Q,C,0,2,0
527,1,2,female,50,0,0,10.5,S,C,1,0,0
528,0,1,male,30,0,0,221.7792,S,C,0,0,0
529,0,3,male,39,0,0,7.925,S,C,0,0,0
530,0,2,male,23,2,1,11.5,S,C,0,0,0
531,1,2,female,2,1,1,26.0,S,C,1,0,0
532,0,3,male,30,0,0,7.2292,C,C,0,1,0
533,0,3,male,17,1,1,7.2292,C,C,0,1,0
534,1,3,female,30,0,2,22.3583,C,C,1,1,0
535,0,3,female,30,0,0,8.6625,S,C,1,0,0
536,1,2,female,7,0,2,26.25,S,C,1,0,0
537,0,1,male,45,0,0,26.55,S,B,0,0,5
538,1,1,female,30,0,0,106.425,C,C,1,1,0
539,0,3,male,30,0,0,14.5,S,C,0,0,0
540,1,1,female,22,0,2,49.5,C,B,1,1,5
541,1,1,female,36,0,2,71.0,S,B,1,0,5
542,0,3,female,9,4,2,31.275,S,C,1,0,0
543,0,3,female,11,4,2,31.275,S,C,1,0,0
544,1,2,male,32,1,0,26.0,S,C,0,0,0
545,0,1,male,50,1,0,106.425,C,C,0,1,0
546,0,1,male,64,0,0,26.0,S,C,0,0,0
547,1,2,female,19,1,0,26.0,S,C,1,0,0
548,1,2,male,30,0,0,13.8625,C,C,0,1,0
549,0,3,male,33,1,1,20.525,S,C,0,0,0
550,1,2,male,8,1,1,36.75,S,C,0,0,0
551,1,1,male,17,0,2,110.8833,C,C,0,1,0
552,0,2,male,27,0,0,26.0,S,C,0,0,0
553,0,3,male,30,0,0,7.8292,Q,C,0,2,0
554,1,3,male,22,0,0,7.225,C,C,0,1,0
555,1,3,female,22,0,0,7.775,S,C,1,0,0
556,0,1,male,62,0,0,26.55,S,C,0,0,0
557,1,1,female,48,1,0,39.6,C,A,1,1,4
558,0,1,male,30,0,0,227.525,C,C,0,1,0
559,1,1,female,39,1,1,79.65,S,E,1,0,1
560,1,3,female,36,1,0,17.4,S,C,1,0,0
561,0,3,male,30,0,0,7.75,Q,C,0,2,0
562,0,3,male,40,0,0,7.8958,S,C,0,0,0
563,0,2,male,28,0,0,13.5,S,C,0,0,0
564,0,3,male,30,0,0,8.05,S,C,0,0,0
565,0,3,female,30,0,0,8.05,S,C,1,0,0
566,0,3,male,24,2,0,24.15,S,C,0,0,0
567,0,3,male,19,0,0,7.8958,S,C,0,0,0
568,0,3,female,29,0,4,21.075,S,C,1,0,0
569,0,3,male,30,0,0,7.2292,C,C,0,1,0
570,1,3,male,32,0,0,7.8542,S,C,0,0,0
571,1,2,male,62,0,0,10.5,S,C,0,0,0
572,1,1,female,53,2,0,51.4792,S,C,1,0,0
573,1,1,male,36,0,0,26.3875,S,E,0,0,1
574,1,3,female,30,0,0,7.75,Q,C,1,2,0
575,0,3,male,16,0,0,8.05,S,C,0,0,0
576,0,3,male,19,0,0,14.5,S,C,0,0,0
577,1,2,female,34,0,0,13.0,S,C,1,0,0
578,1,1,female,39,1,0,55.9,S,E,1,0,1
579,0,3,female,30,1,0,14.4583,C,C,1,1,0
580,1,3,male,32,0,0,7.925,S,C,0,0,0
581,1,2,female,25,1,1,30.0,S,C,1,0,0
582,1,1,female,39,1,1,110.8833,C,C,1,1,0
583,0,2,male,54,0,0,26.0,S,C,0,0,0
584,0,1,male,36,0,0,40.125,C,A,0,1,4
585,0,3,male,30,0,0,8.7125,C,C,0,1,0
586,1,1,female,18,0,2,79.65,S,E,1,0,1
587,0,2,male,47,0,0,15.0,S,C,0,0,0
588,1,1,male,60,1,1,79.2,C,B,0,1,5
589,0,3,male,22,0,0,8.05,S,C,0,0,0
590,0,3,male,30,0,0,8.05,S,C,0,0,0
591,0,3,male,35,0,0,7.125,S,C,0,0,0
592,1,1,female,52,1,0,78.2667,C,D,1,1,3
593,0,3,male,47,0,0,7.25,S,C,0,0,0
594,0,3,female,30,0,2,7.75,Q,C,1,2,0
595,0,2,male,37,1,0,26.0,S,C,0,0,0
596,0,3,male,36,1,1,24.15,S,C,0,0,0
597,1,2,female,30,0,0,33.0,S,C,1,0,0
598,0,3,male,49,0,0,0.0,S,C,0,0,0
599,0,3,male,30,0,0,7.225,C,C,0,1,0
600,1,1,male,49,1,0,56.9292,C,A,0,1,4
601,1,2,female,24,2,1,27.0,S,C,1,0,0
602,0,3,male,30,0,0,7.8958,S,C,0,0,0
603,0,1,male,30,0,0,42.4,S,C,0,0,0
604,0,3,male,44,0,0,8.05,S,C,0,0,0
605,1,1,male,35,0,0,26.55,C,C,0,1,0
606,0,3,male,36,1,0,15.55,S,C,0,0,0
607,0,3,male,30,0,0,7.8958,S,C,0,0,0
608,1,1,male,27,0,0,30.5,S,C,0,0,0
609,1,2,female,22,1,2,41.5792,C,C,1,1,0
610,1,1,female,40,0,0,153.4625,S,C,1,0,0
611,0,3,female,39,1,5,31.275,S,C,1,0,0
612,0,3,male,30,0,0,7.05,S,C,0,0,0
613,1,3,female,30,1,0,15.5,Q,C,1,2,0
614,0,3,male,30,0,0,7.75,Q,C,0,2,0
615,0,3,male,35,0,0,8.05,S,C,0,0,0
616,1,2,female,24,1,2,65.0,S,C,1,0,0
617,0,3,male,34,1,1,14.4,S,C,0,0,0
618,0,3,female,26,1,0,16.1,S,C,1,0,0
619,1,2,female,4,2,1,39.0,S,F,1,0,6
620,0,2,male,26,0,0,10.5,S,C,0,0,0
621,0,3,male,27,1,0,14.4542,C,C,0,1,0
622,1,1,male,42,1,0,52.5542,S,D,0,0,3
623,1,3,male,20,1,1,15.7417,C,C,0,1,0
624,0,3,male,21,0,0,7.8542,S,C,0,0,0
625,0,3,male,21,0,0,16.1,S,C,0,0,0
626,0,1,male,61,0,0,32.3208,S,D,0,0,3
627,0,2,male,57,0,0,12.35,Q,C,0,2,0
628,1,1,female,21,0,0,77.9583,S,D,1,0,3
629,0,3,male,26,0,0,7.8958,S,C,0,0,0
630,0,3,male,30,0,0,7.7333,Q,C,0,2,0
631,1,1,male,80,0,0,30.0,S,A,0,0,4
632,0,3,male,51,0,0,7.0542,S,C,0,0,0
633,1,1,male,32,0,0,30.5,C,B,0,1,5
634,0,1,male,30,0,0,0.0,S,C,0,0,0
635,0,3,female,9,3,2,27.9,S,C,1,0,0
636,1,2,female,28,0,0,13.0,S,C,1,0,0
637,0,3,male,32,0,0,7.925,S,C,0,0,0
638,0,2,male,31,1,1,26.25,S,C,0,0,0
639,0,3,female,41,0,5,39.6875,S,C,1,0,0
640,0,3,male,30,1,0,16.1,S,C,0,0,0
641,0,3,male,20,0,0,7.8542,S,C,0,0,0
642,1,1,female,24,0,0,69.3,C,B,1,1,5
643,0,3,female,2,3,2,27.9,S,C,1,0,0
644,1,3,male,30,0,0,56.4958,S,C,0,0,0
645,1,3,female,1,2,1,19.2583,C,C,1,1,0
646,1,1,male,48,1,0,76.7292,C,D,0,1,3
647,0,3,male,19,0,0,7.8958,S,C,0,0,0
648,1,1,male,56,0,0,35.5,C,A,0,1,4
649,0,3,male,30,0,0,7.55,S,C,0,0,0
650,1,3,female,23,0,0,7.55,S,C,1,0,0
651,0,3,male,30,0,0,7.8958,S,C,0,0,0
652,1,2,female,18,0,1,23.0,S,C,1,0,0
653,0,3,male,21,0,0,8.4333,S,C,0,0,0
654,1,3,female,30,0,0,7.8292,Q,C,1,2,0
655,0,3,female,18,0,0,6.75,Q,C,1,2,0
656,0,2,male,24,2,0,73.5,S,C,0,0,0
657,0,3,male,30,0,0,7.8958,S,C,0,0,0
658,0,3,female,32,1,1,15.5,Q,C,1,2,0
659,0,2,male,23,0,0,13.0,S,C,0,0,0
660,0,1,male,58,0,2,113.275,C,D,0,1,3
661,1,1,male,50,2,0,133.65,S,C,0,0,0
662,0,3,male,40,0,0,7.225,C,C,0,1,0
663,0,1,male,47,0,0,25.5875,S,E,0,0,1
664,0,3,male,36,0,0,7.4958,S,C,0,0,0
665,1,3,male,20,1,0,7.925,S,C,0,0,0
666,0,2,male,32,2,0,73.5,S,C,0,0,0
667,0,2,male,25,0,0,13.0,S,C,0,0,0
668,0,3,male,30,0,0,7.775,S,C,0,0,0
669,0,3,male,43,0,0,8.05,S,C,0,0,0
670,1,1,female,30,1,0,52.0,S,C,1,0,0
671,1,2,female,40,1,1,39.0,S,C,1,0,0
672,0,1,male,31,1,0,52.0,S,B,0,0,5
673,0,2,male,70,0,0,10.5,S,C,0,0,0
674,1,2,male,31,0,0,13.0,S,C,0,0,0
675,0,2,male,30,0,0,0.0,S,C,0,0,0
676,0,3,male,18,0,0,7.775,S,C,0,0,0
677,0,3,male,24,0,0,8.05,S,C,0,0,0
678,1,3,female,18,0,0,9.8417,S,C,1,0,0
679,0,3,female,43,1,6,46.9,S,C,1,0,0
680,1,1,male,36,0,1,512.3292,C,B,0,1,5
681,0,3,female,30,0,0,8.1375,Q,C,1,2,0
682,1,1,male,27,0,0,76.7292,C,D,0,1,3
683,0,3,male,20,0,0,9.225,S,C,0,0,0
684,0,3,male,14,5,2,46.9,S,C,0,0,0
685,0,2,male,60,1,1,39.0,S,C,0,0,0
686,0,2,male,25,1,2,41.5792,C,C,0,1,0
687,0,3,male,14,4,1,39.6875,S,C,0,0,0
688,0,3,male,19,0,0,10.1708,S,C,0,0,0
689,0,3,male,18,0,0,7.7958,S,C,0,0,0
690,1,1,female,15,0,1,211.3375,S,B,1,0,5
691,1,1,male,31,1,0,57.0,S,B,0,0,5
692,1,3,female,4,0,1,13.4167,C,C,1,1,0
693,1,3,male,30,0,0,56.4958,S,C,0,0,0
694,0,3,male,25,0,0,7.225,C,C,0,1,0
695,0,1,male,60,0,0,26.55,S,C,0,0,0
696,0,2,male,52,0,0,13.5,S,C,0,0,0
697,0,3,male,44,0,0,8.05,S,C,0,0,0
698,1,3,female,30,0,0,7.7333,Q,C,1,2,0
699,0,1,male,49,1,1,110.8833,C,C,0,1,0
700,0,3,male,42,0,0,7.65,S,G,0,0,2
701,1,1,female,18,1,0,227.525,C,C,1,1,0
702,1,1,male,35,0,0,26.2875,S,E,0,0,1
703,0,3,female,18,0,1,14.4542,C,C,1,1,0
704,0,3,male,25,0,0,7.7417,Q,C,0,2,0
705,0,3,male,26,1,0,7.8542,S,C,0,0,0
706,0,2,male,39,0,0,26.0,S,C,0,0,0
707,1,2,female,45,0,0,13.5,S,C,1,0,0
708,1,1,male,42,0,0,26.2875,S,E,0,0,1
709,1,1,female,22,0,0,151.55,S,C,1,0,0
710,1,3,male,30,1,1,15.2458,C,C,0,1,0
711,1,1,female,24,0,0,49.5042,C,C,1,1,0
712,0,1,male,30,0,0,26.55,S,C,0,0,0
713,1,1,male,48,1,0,52.0,S,C,0,0,0
714,0,3,male,29,0,0,9.4833,S,C,0,0,0
715,0,2,male,52,0,0,13.0,S,C,0,0,0
716,0,3,male,19,0,0,7.65,S,G,0,0,2
717,1,1,female,38,0,0,227.525,C,C,1,1,0
718,1,2,female,27,0,0,10.5,S,E,1,0,1
719,0,3,male,30,0,0,15.5,Q,C,0,2,0
720,0,3,male,33,0,0,7.775,S,C,0,0,0
721,1,2,female,6,0,1,33.0,S,C,1,0,0
722,0,3,male,17,1,0,7.0542,S,C,0,0,0
723,0,2,male,34,0,0,13.0,S,C,0,0,0
724,0,2,male,50,0,0,13.0,S,C,0,0,0
725,1,1,male,27,1,0,53.1,S,E,0,0,1
726,0,3,male,20,0,0,8.6625,S,C,0,0,0
727,1,2,female,30,3,0,21.0,S,C,1,0,0
728,1,3,female,30,0,0,7.7375,Q,C,1,2,0
729,0,2,male,25,1,0,26.0,S,C,0,0,0
730,0,3,female,25,1,0,7.925,S,C,1,0,0
731,1,1,female,29,0,0,211.3375,S,B,1,0,5
732,0,3,male,11,0,0,18.7875,C,C,0,1,0
733,0,2,male,30,0,0,0.0,S,C,0,0,0
734,0,2,male,23,0,0,13.0,S,C,0,0,0
735,0,2,male,23,0,0,13.0,S,C,0,0,0
736,0,3,male,28,0,0,16.1,S,C,0,0,0
737,0,3,female,48,1,3,34.375,S,C,1,0,0
738,1,1,male,35,0,0,512.3292,C,B,0,1,5
739,0,3,male,30,0,0,7.8958,S,C,0,0,0
740,0,3,male,30,0,0,7.8958,S,C,0,0,0
741,1,1,male,30,0,0,30.0,S,D,0,0,3
742,0,1,male,36,1,0,78.85,S,C,0,0,0
743,1,1,female,21,2,2,262.375,C,B,1,1,5
744,0,3,male,24,1,0,16.1,S,C,0,0,0
745,1,3,male,31,0,0,7.925,S,C,0,0,0
746,0,1,male,70,1,1,71.0,S,B,0,0,5
747,0,3,male,16,1,1,20.25,S,C,0,0,0
748,1,2,female,30,0,0,13.0,S,C,1,0,0
749,0,1,male,19,1,0,53.1,S,D,0,0,3
750,0,3,male,31,0,0,7.75,Q,C,0,2,0
751,1,2,female,4,1,1,23.0,S,C,1,0,0
752,1,3,male,6,0,1,12.475,S,E,0,0,1
753,0,3,male,33,0,0,9.5,S,C,0,0,0
754,0,3,male,23,0,0,7.8958,S,C,0,0,0
755,1,2,female,48,1,2,65.0,S,C,1,0,0
756,1,2,male,1,1,1,14.5,S,C,0,0,0
757,0,3,male,28,0,0,7.7958,S,C,0,0,0
758,0,2,male,18,0,0,11.5,S,C,0,0,0
759,0,3,male,34,0,0,8.05,S,C,0,0,0
760,1,1,female,33,0,0,86.5,S,B,1,0,5
761,0,3,male,30,0,0,14.5,S,C,0,0,0
762,0,3,male,41,0,0,7.125,S,C,0,0,0
763,1,3,male,20,0,0,7.2292,C,C,0,1,0
764,1,1,female,36,1,2,120.0,S,B,1,0,5
765,0,3,male,16,0,0,7.775,S,C,0,0,0
766,1,1,female,51,1,0,77.9583,S,D,1,0,3
767,0,1,male,30,0,0,39.6,C,C,0,1,0
768,0,3,female,30,0,0,7.75,Q,C,1,2,0
769,0,3,male,30,1,0,24.15,Q,C,0,2,0
770,0,3,male,32,0,0,8.3625,S,C,0,0,0
771,0,3,male,24,0,0,9.5,S,C,0,0,0
772,0,3,male,48,0,0,7.8542,S,C,0,0,0
773,0,2,female,57,0,0,10.5,S,E,1,0,1
774,0,3,male,30,0,0,7.225,C,C,0,1,0
775,1,2,female,54,1,3,23.0,S,C,1,0,0
776,0,3,male,18,0,0,7.75,S,C,0,0,0
777,0,3,male,30,0,0,7.75,Q,F,0,2,6
778,1,3,female,5,0,0,12.475,S,C,1,0,0
779,0,3,male,30,0,0,7.7375,Q,C,0,2,0
780,1,1,female,43,0,1,211.3375,S,B,1,0,5
781,1,3,female,13,0,0,7.2292,C,C,1,1,0
782,1,1,female,17,1,0,57.0,S,B,1,0,5
783,0,1,male,29,0,0,30.0,S,D,0,0,3
784,0,3,male,30,1,2,23.45,S,C,0,0,0
785,0,3,male,25,0,0,7.05,S,C,0,0,0
786,0,3,male,25,0,0,7.25,S,C,0,0,0
787,1,3,female,18,0,0,7.4958,S,C,1,0,0
788,0,3,male,8,4,1,29.125,Q,C,0,2,0
789,1,3,male,1,1,2,20.575,S,C,0,0,0
790,0,1,male,46,0,0,79.2,C,B,0,1,5
791,0,3,male,30,0,0,7.75,Q,C,0,2,0
792,0,2,male,16,0,0,26.0,S,C,0,0,0
793,0,3,female,30,8,2,69.55,S,C,1,0,0
794,0,1,male,30,0,0,30.6958,C,C,0,1,0
795,0,3,male,25,0,0,7.8958,S,C,0,0,0
796,0,2,male,39,0,0,13.0,S,C,0,0,0
797,1,1,female,49,0,0,25.9292,S,D,1,0,3
798,1,3,female,31,0,0,8.6833,S,C,1,0,0
799,0,3,male,30,0,0,7.2292,C,C,0,1,0
800,0,3,female,30,1,1,24.15,S,C,1,0,0
801,0,2,male,34,0,0,13.0,S,C,0,0,0
802,1,2,female,31,1,1,26.25,S,C,1,0,0
803,1,1,male,11,1,2,120.0,S,B,0,0,5
804,1,3,male,0,0,1,8.5167,C,C,0,1,0
805,1,3,male,27,0,0,6.975,S,C,0,0,0
806,0,3,male,31,0,0,7.775,S,C,0,0,0
807,0,1,male,39,0,0,0.0,S,A,0,0,4
808,0,3,female,18,0,0,7.775,S,C,1,0,0
809,0,2,male,39,0,0,13.0,S,C,0,0,0
810,1,1,female,33,1,0,53.1,S,E,1,0,1
811,0,3,male,26,0,0,7.8875,S,C,0,0,0
812,0,3,male,39,0,0,24.15,S,C,0,0,0
813,0,2,male,35,0,0,10.5,S,C,0,0,0
814,0,3,female,6,4,2,31.275,S,C,1,0,0
815,0,3,male,30,0,0,8.05,S,C,0,0,0
816,0,1,male,30,0,0,0.0,S,B,0,0,5
817,0,3,female,23,0,0,7.925,S,C,1,0,0
818,0,2,male,31,1,1,37.0042,C,C,0,1,0
819,0,3,male,43,0,0,6.45,S,C,0,0,0
820,0,3,male,10,3,2,27.9,S,C,0,0,0
821,1,1,female,52,1,1,93.5,S,B,1,0,5
822,1,3,male,27,0,0,8.6625,S,C,0,0,0
823,0,1,male,38,0,0,0.0,S,C,0,0,0
824,1,3,female,27,0,1,12.475,S,E,1,0,1
825,0,3,male,2,4,1,39.6875,S,C,0,0,0
826,0,3,male,30,0,0,6.95,Q,C,0,2,0
827,0,3,male,30,0,0,56.4958,S,C,0,0,0
828,1,2,male,1,0,2,37.0042,C,C,0,1,0
829,1,3,male,30,0,0,7.75,Q,C,0,2,0
830,1,1,female,62,0,0,80.0,S,B,1,0,5
831,1,3,female,15,1,0,14.4542,C,C,1,1,0
832,1,2,male,1,1,1,18.75,S,C,0,0,0
833,0,3,male,30,0,0,7.2292,C,C,0,1,0
834,0,3,male,23,0,0,7.8542,S,C,0,0,0
835,0,3,male,18,0,0,8.3,S,C,0,0,0
836,1,1,female,39,1,1,83.1583,C,E,1,1,1
837,0,3,male,21,0,0,8.6625,S,C,0,0,0
838,0,3,male,30,0,0,8.05,S,C,0,0,0
839,1,3,male,32,0,0,56.4958,S,C,0,0,0
840,1,1,male,30,0,0,29.7,C,C,0,1,0
841,0,3,male,20,0,0,7.925,S,C,0,0,0
842,0,2,male,16,0,0,10.5,S,C,0,0,0
843,1,1,female,30,0,0,31.0,C,C,1,1,0
844,0,3,male,34,0,0,6.4375,C,C,0,1,0
845,0,3,male,17,0,0,8.6625,S,C,0,0,0
846,0,3,male,42,0,0,7.55,S,C,0,0,0
847,0,3,male,30,8,2,69.55,S,C,0,0,0
848,0,3,male,35,0,0,7.8958,C,C,0,1,0
849,0,2,male,28,0,1,33.0,S,C,0,0,0
850,1,1,female,30,1,0,89.1042,C,C,1,1,0
851,0,3,male,4,4,2,31.275,S,C,0,0,0
852,0,3,male,74,0,0,7.775,S,C,0,0,0
853,0,3,female,9,1,1,15.2458,C,C,1,1,0
854,1,1,female,16,0,1,39.4,S,D,1,0,3
855,0,2,female,44,1,0,26.0,S,C,1,0,0
856,1,3,female,18,0,1,9.35,S,C,1,0,0
857,1,1,female,45,1,1,164.8667,S,C,1,0,0
858,1,1,male,51,0,0,26.55,S,E,0,0,1
859,1,3,female,24,0,3,19.2583,C,C,1,1,0
860,0,3,male,30,0,0,7.2292,C,C,0,1,0
861,0,3,male,41,2,0,14.1083,S,C,0,0,0
862,0,2,male,21,1,0,11.5,S,C,0,0,0
863,1,1,female,48,0,0,25.9292,S,D,1,0,3
864,0,3,female,30,8,2,69.55,S,C,1,0,0
865,0,2,male,24,0,0,13.0,S,C,0,0,0
866,1,2,female,42,0,0,13.0,S,C,1,0,0
867,1,2,female,27,1,0,13.8583,C,C,1,1,0
868,0,1,male,31,0,0,50.4958,S,A,0,0,4
869,0,3,male,30,0,0,9.5,S,C,0,0,0
870,1,3,male,4,1,1,11.1333,S,C,0,0,0
871,0,3,male,26,0,0,7.8958,S,C,0,0,0
872,1,1,female,47,1,1,52.5542,S,D,1,0,3
873,0,1,male,33,0,0,5.0,S,B,0,0,5
874,0,3,male,47,0,0,9.0,S,C,0,0,0
875,1,2,female,28,1,0,24.0,C,C,1,1,0
876,1,3,female,15,0,0,7.225,C,C,1,1,0
877,0,3,male,20,0,0,9.8458,S,C,0,0,0
878,0,3,male,19,0,0,7.8958,S,C,0,0,0
879,0,3,male,30,0,0,7.8958,S,C,0,0,0
880,1,1,female,56,0,1,83.1583,C,C,1,1,0
881,1,2,female,25,0,1,26.0,S,C,1,0,0
882,0,3,male,33,0,0,7.8958,S,C,0,0,0
883,0,3,female,22,0,0,10.5167,S,C,1,0,0
884,0,2,male,28,0,0,10.5,S,C,0,0,0
885,0,3,male,25,0,0,7.05,S,C,0,0,0
886,0,3,female,39,0,5,29.125,Q,C,1,2,0
887,0,2,male,27,0,0,13.0,S,C,0,0,0
888,1,1,female,19,0,0,30.0,S,B,1,0,5
889,0,3,female,30,1,2,23.45,S,C,1,0,0
890,1,1,male,26,0,0,30.0,C,C,0,1,0
891,0,3,male,32,0,0,7.75,Q,C,0,2,0
