PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Desk
447,1,2,3,13.0,0,1,19.5,1,2
448,1,1,0,34.0,0,0,26.55,1,2
449,1,3,3,5.0,2,1,19.2583,2,2
450,1,1,0,52.0,0,0,30.5,1,2
451,0,2,0,36.0,1,2,27.75,1,2
452,0,3,0,30.0,1,0,19.9667,1,2
453,0,1,0,30.0,0,0,27.75,2,2
454,1,1,0,49.0,1,0,89.1042,2,2
455,0,3,0,30.0,0,0,8.05,1,2
456,1,3,0,29.0,0,0,7.8958,2,2
457,0,1,0,65.0,0,0,26.55,1,5
458,1,1,3,30.0,1,0,51.8625,1,7
459,1,2,3,50.0,0,0,10.5,1,2
460,0,3,0,30.0,0,0,7.75,4,2
461,1,1,0,48.0,0,0,26.55,1,5
462,0,3,0,34.0,0,0,8.05,1,2
463,0,1,0,47.0,0,0,38.5,1,5
464,0,2,0,48.0,0,0,13.0,1,2
465,0,3,0,30.0,0,0,8.05,1,2
466,0,3,0,38.0,0,0,7.05,1,2
467,0,2,0,30.0,0,0,0.0,1,2
468,0,1,0,56.0,0,0,26.55,1,2
469,0,3,0,30.0,0,0,7.725,4,2
470,1,3,3,1.0,2,1,19.2583,2,2
471,0,3,0,30.0,0,0,7.25,1,2
472,0,3,0,38.0,0,0,8.6625,1,2
473,1,2,3,33.0,1,2,27.75,1,2
474,1,2,3,23.0,0,0,13.7917,2,7
475,0,3,3,22.0,0,0,9.8375,1,2
476,0,1,0,30.0,0,0,52.0,1,8
477,0,2,0,34.0,1,0,21.0,1,2
478,0,3,0,29.0,1,0,7.0458,1,2
479,0,3,0,22.0,0,0,7.5208,1,2
480,1,3,3,2.0,0,1,12.2875,1,2
481,0,3,0,9.0,5,2,46.9,1,2
482,0,2,0,30.0,0,0,0.0,1,2
483,0,3,0,50.0,0,0,8.05,1,2
484,1,3,3,63.0,0,0,9.5875,1,2
485,1,1,0,25.0,1,0,91.0792,2,9
486,0,3,3,30.0,3,1,25.4667,1,2
487,1,1,3,35.0,1,0,90.0,1,2
488,0,1,0,58.0,0,0,29.7,2,9
489,0,3,0,30.0,0,0,8.05,1,2
490,1,3,0,9.0,1,1,15.9,1,2
491,0,3,0,30.0,1,0,19.9667,1,2
492,0,3,0,21.0,0,0,7.25,1,2
493,0,1,0,55.0,0,0,30.5,1,2
494,0,1,0,71.0,0,0,49.5042,2,2
495,0,3,0,21.0,0,0,8.05,1,2
496,0,3,0,30.0,0,0,14.4583,2,2
497,1,1,3,54.0,1,0,78.2667,2,7
498,0,3,0,30.0,0,0,15.1,1,2
499,0,1,3,25.0,1,2,151.55,1,2
500,0,3,0,24.0,0,0,7.7958,1,2
501,0,3,0,17.0,0,0,8.6625,1,2
502,0,3,3,21.0,0,0,7.75,4,2
503,0,3,3,30.0,0,0,7.6292,4,2
504,0,3,3,37.0,0,0,9.5875,1,2
505,1,1,3,16.0,0,0,86.5,1,9
506,0,1,0,18.0,1,0,108.9,2,2
507,1,2,3,33.0,0,2,26.0,1,2
508,1,1,0,30.0,0,0,26.55,1,2
509,0,3,0,28.0,0,0,22.525,1,2
510,1,3,0,26.0,0,0,56.4958,1,2
511,1,3,0,29.0,0,0,7.75,4,2
512,0,3,0,30.0,0,0,8.05,1,2
513,1,1,0,36.0,0,0,26.2875,1,5
514,1,1,3,54.0,1,0,59.4,2,2
515,0,3,0,24.0,0,0,7.4958,1,2
516,0,1,0,47.0,0,0,34.0208,1,7
517,1,2,3,34.0,0,0,10.5,1,10
518,0,3,0,30.0,0,0,24.15,4,2
519,1,2,3,36.0,1,0,26.0,1,2
520,0,3,0,32.0,0,0,7.8958,1,2
521,1,1,3,30.0,0,0,93.5,1,9
522,0,3,0,22.0,0,0,7.8958,1,2
523,0,3,0,30.0,0,0,7.225,2,2
524,1,1,3,44.0,0,1,57.9792,2,9
525,0,3,0,30.0,0,0,7.2292,2,2
526,0,3,0,40.0,0,0,7.75,4,2
527,1,2,3,50.0,0,0,10.5,1,2
528,0,1,0,30.0,0,0,221.7792,1,2
529,0,3,0,39.0,0,0,7.925,1,2
530,0,2,0,23.0,2,1,11.5,1,2
531,1,2,3,2.0,1,1,26.0,1,2
532,0,3,0,30.0,0,0,7.2292,2,2
533,0,3,0,17.0,1,1,7.2292,2,2
534,1,3,3,30.0,0,2,22.3583,2,2
535,0,3,3,30.0,0,0,8.6625,1,2
536,1,2,3,7.0,0,2,26.25,1,2
537,0,1,0,45.0,0,0,26.55,1,9
538,1,1,3,30.0,0,0,106.425,2,2
539,0,3,0,30.0,0,0,14.5,1,2
540,1,1,3,22.0,0,2,49.5,2,9
541,1,1,3,36.0,0,2,71.0,1,9
542,0,3,3,9.0,4,2,31.275,1,2
543,0,3,3,11.0,4,2,31.275,1,2
544,1,2,0,32.0,1,0,26.0,1,2
545,0,1,0,50.0,1,0,106.425,2,2
546,0,1,0,64.0,0,0,26.0,1,2
547,1,2,3,19.0,1,0,26.0,1,2
548,1,2,0,30.0,0,0,13.8625,2,2
549,0,3,0,33.0,1,1,20.525,1,2
550,1,2,0,8.0,1,1,36.75,1,2
551,1,1,0,17.0,0,2,110.8833,2,2
552,0,2,0,27.0,0,0,26.0,1,2
553,0,3,0,30.0,0,0,7.8292,4,2
554,1,3,0,22.0,0,0,7.225,2,2
555,1,3,3,22.0,0,0,7.775,1,2
556,0,1,0,62.0,0,0,26.55,1,2
557,1,1,3,48.0,1,0,39.6,2,8
558,0,1,0,30.0,0,0,227.525,2,2
559,1,1,3,39.0,1,1,79.65,1,5
560,1,3,3,36.0,1,0,17.4,1,2
561,0,3,0,30.0,0,0,7.75,4,2
562,0,3,0,40.0,0,0,7.8958,1,2
563,0,2,0,28.0,0,0,13.5,1,2
564,0,3,0,30.0,0,0,8.05,1,2
565,0,3,3,30.0,0,0,8.05,1,2
566,0,3,0,24.0,2,0,24.15,1,2
567,0,3,0,19.0,0,0,7.8958,1,2
568,0,3,3,29.0,0,4,21.075,1,2
569,0,3,0,30.0,0,0,7.2292,2,2
570,1,3,0,32.0,0,0,7.8542,1,2
571,1,2,0,62.0,0,0,10.5,1,2
572,1,1,3,53.0,2,0,51.4792,1,2
573,1,1,0,36.0,0,0,26.3875,1,5
574,1,3,3,30.0,0,0,7.75,4,2
575,0,3,0,16.0,0,0,8.05,1,2
576,0,3,0,19.0,0,0,14.5,1,2
577,1,2,3,34.0,0,0,13.0,1,2
578,1,1,3,39.0,1,0,55.9,1,5
579,0,3,3,30.0,1,0,14.4583,2,2
580,1,3,0,32.0,0,0,7.925,1,2
581,1,2,3,25.0,1,1,30.0,1,2
582,1,1,3,39.0,1,1,110.8833,2,2
583,0,2,0,54.0,0,0,26.0,1,2
584,0,1,0,36.0,0,0,40.125,2,8
585,0,3,0,30.0,0,0,8.7125,2,2
586,1,1,3,18.0,0,2,79.65,1,5
587,0,2,0,47.0,0,0,15.0,1,2
588,1,1,0,60.0,1,1,79.2,2,9
589,0,3,0,22.0,0,0,8.05,1,2
590,0,3,0,30.0,0,0,8.05,1,2
591,0,3,0,35.0,0,0,7.125,1,2
592,1,1,3,52.0,1,0,78.2667,2,7
593,0,3,0,47.0,0,0,7.25,1,2
594,0,3,3,30.0,0,2,7.75,4,2
595,0,2,0,37.0,1,0,26.0,1,2
596,0,3,0,36.0,1,1,24.15,1,2
597,1,2,3,30.0,0,0,33.0,1,2
598,0,3,0,49.0,0,0,0.0,1,2
599,0,3,0,30.0,0,0,7.225,2,2
600,1,1,0,49.0,1,0,56.9292,2,8
601,1,2,3,24.0,2,1,27.0,1,2
602,0,3,0,30.0,0,0,7.8958,1,2
603,0,1,0,30.0,0,0,42.4,1,2
604,0,3,0,44.0,0,0,8.05,1,2
605,1,1,0,35.0,0,0,26.55,2,2
606,0,3,0,36.0,1,0,15.55,1,2
607,0,3,0,30.0,0,0,7.8958,1,2
608,1,1,0,27.0,0,0,30.5,1,2
609,1,2,3,22.0,1,2,41.5792,2,2
610,1,1,3,40.0,0,0,153.4625,1,2
611,0,3,3,39.0,1,5,31.275,1,2
612,0,3,0,30.0,0,0,7.05,1,2
613,1,3,3,30.0,1,0,15.5,4,2
614,0,3,0,30.0,0,0,7.75,4,2
615,0,3,0,35.0,0,0,8.05,1,2
616,1,2,3,24.0,1,2,65.0,1,2
617,0,3,0,34.0,1,1,14.4,1,2
618,0,3,3,26.0,1,0,16.1,1,2
619,1,2,3,4.0,2,1,39.0,1,10
620,0,2,0,26.0,0,0,10.5,1,2
621,0,3,0,27.0,1,0,14.4542,2,2
622,1,1,0,42.0,1,0,52.5542,1,7
623,1,3,0,20.0,1,1,15.7417,2,2
624,0,3,0,21.0,0,0,7.8542,1,2
625,0,3,0,21.0,0,0,16.1,1,2
626,0,1,0,61.0,0,0,32.3208,1,7
627,0,2,0,57.0,0,0,12.35,4,2
628,1,1,3,21.0,0,0,77.9583,1,7
629,0,3,0,26.0,0,0,7.8958,1,2
630,0,3,0,30.0,0,0,7.7333,4,2
631,1,1,0,80.0,0,0,30.0,1,8
632,0,3,0,51.0,0,0,7.0542,1,2
633,1,1,0,32.0,0,0,30.5,2,9
634,0,1,0,30.0,0,0,0.0,1,2
635,0,3,3,9.0,3,2,27.9,1,2
636,1,2,3,28.0,0,0,13.0,1,2
637,0,3,0,32.0,0,0,7.925,1,2
638,0,2,0,31.0,1,1,26.25,1,2
639,0,3,3,41.0,0,5,39.6875,1,2
640,0,3,0,30.0,1,0,16.1,1,2
641,0,3,0,20.0,0,0,7.8542,1,2
642,1,1,3,24.0,0,0,69.3,2,9
643,0,3,3,2.0,3,2,27.9,1,2
644,1,3,0,30.0,0,0,56.4958,1,2
645,1,3,3,1.0,2,1,19.2583,2,2
646,1,1,0,48.0,1,0,76.7292,2,7
647,0,3,0,19.0,0,0,7.8958,1,2
648,1,1,0,56.0,0,0,35.5,2,8
649,0,3,0,30.0,0,0,7.55,1,2
650,1,3,3,23.0,0,0,7.55,1,2
651,0,3,0,30.0,0,0,7.8958,1,2
652,1,2,3,18.0,0,1,23.0,1,2
653,0,3,0,21.0,0,0,8.4333,1,2
654,1,3,3,30.0,0,0,7.8292,4,2
655,0,3,3,18.0,0,0,6.75,4,2
656,0,2,0,24.0,2,0,73.5,1,2
657,0,3,0,30.0,0,0,7.8958,1,2
658,0,3,3,32.0,1,1,15.5,4,2
659,0,2,0,23.0,0,0,13.0,1,2
660,0,1,0,58.0,0,2,113.275,2,7
661,1,1,0,50.0,2,0,133.65,1,2
662,0,3,0,40.0,0,0,7.225,2,2
663,0,1,0,47.0,0,0,25.5875,1,5
664,0,3,0,36.0,0,0,7.4958,1,2
665,1,3,0,20.0,1,0,7.925,1,2
666,0,2,0,32.0,2,0,73.5,1,2
667,0,2,0,25.0,0,0,13.0,1,2
668,0,3,0,30.0,0,0,7.775,1,2
669,0,3,0,43.0,0,0,8.05,1,2
670,1,1,3,30.0,1,0,52.0,1,2
671,1,2,3,40.0,1,1,39.0,1,2
672,0,1,0,31.0,1,0,52.0,1,9
673,0,2,0,70.0,0,0,10.5,1,2
674,1,2,0,31.0,0,0,13.0,1,2
675,0,2,0,30.0,0,0,0.0,1,2
676,0,3,0,18.0,0,0,7.775,1,2
677,0,3,0,24.0,0,0,8.05,1,2
678,1,3,3,18.0,0,0,9.8417,1,2
679,0,3,3,43.0,1,6,46.9,1,2
680,1,1,0,36.0,0,1,512.3292,2,9
681,0,3,3,30.0,0,0,8.1375,4,2
682,1,1,0,27.0,0,0,76.7292,2,7
683,0,3,0,20.0,0,0,9.225,1,2
684,0,3,0,14.0,5,2,46.9,1,2
685,0,2,0,60.0,1,1,39.0,1,2
686,0,2,0,25.0,1,2,41.5792,2,2
687,0,3,0,14.0,4,1,39.6875,1,2
688,0,3,0,19.0,0,0,10.1708,1,2
689,0,3,0,18.0,0,0,7.7958,1,2
690,1,1,3,15.0,0,1,211.3375,1,9
691,1,1,0,31.0,1,0,57.0,1,9
692,1,3,3,4.0,0,1,13.4167,2,2
693,1,3,0,30.0,0,0,56.4958,1,2
694,0,3,0,25.0,0,0,7.225,2,2
695,0,1,0,60.0,0,0,26.55,1,2
696,0,2,0,52.0,0,0,13.5,1,2
697,0,3,0,44.0,0,0,8.05,1,2
698,1,3,3,30.0,0,0,7.7333,4,2
699,0,1,0,49.0,1,1,110.8833,2,2
700,0,3,0,42.0,0,0,7.65,1,6
701,1,1,3,18.0,1,0,227.525,2,2
702,1,1,0,35.0,0,0,26.2875,1,5
703,0,3,3,18.0,0,1,14.4542,2,2
704,0,3,0,25.0,0,0,7.7417,4,2
705,0,3,0,26.0,1,0,7.8542,1,2
706,0,2,0,39.0,0,0,26.0,1,2
707,1,2,3,45.0,0,0,13.5,1,2
708,1,1,0,42.0,0,0,26.2875,1,5
709,1,1,3,22.0,0,0,151.55,1,2
710,1,3,0,30.0,1,1,15.2458,2,2
711,1,1,3,24.0,0,0,49.5042,2,2
712,0,1,0,30.0,0,0,26.55,1,2
713,1,1,0,48.0,1,0,52.0,1,2
714,0,3,0,29.0,0,0,9.4833,1,2
715,0,2,0,52.0,0,0,13.0,1,2
716,0,3,0,19.0,0,0,7.65,1,6
717,1,1,3,38.0,0,0,227.525,2,2
718,1,2,3,27.0,0,0,10.5,1,5
719,0,3,0,30.0,0,0,15.5,4,2
720,0,3,0,33.0,0,0,7.775,1,2
721,1,2,3,6.0,0,1,33.0,1,2
722,0,3,0,17.0,1,0,7.0542,1,2
723,0,2,0,34.0,0,0,13.0,1,2
724,0,2,0,50.0,0,0,13.0,1,2
725,1,1,0,27.0,1,0,53.1,1,5
726,0,3,0,20.0,0,0,8.6625,1,2
727,1,2,3,30.0,3,0,21.0,1,2
728,1,3,3,30.0,0,0,7.7375,4,2
729,0,2,0,25.0,1,0,26.0,1,2
730,0,3,3,25.0,1,0,7.925,1,2
731,1,1,3,29.0,0,0,211.3375,1,9
732,0,3,0,11.0,0,0,18.7875,2,2
733,0,2,0,30.0,0,0,0.0,1,2
734,0,2,0,23.0,0,0,13.0,1,2
735,0,2,0,23.0,0,0,13.0,1,2
736,0,3,0,28.0,0,0,16.1,1,2
737,0,3,3,48.0,1,3,34.375,1,2
738,1,1,0,35.0,0,0,512.3292,2,9
739,0,3,0,30.0,0,0,7.8958,1,2
740,0,3,0,30.0,0,0,7.8958,1,2
741,1,1,0,30.0,0,0,30.0,1,7
742,0,1,0,36.0,1,0,78.85,1,2
743,1,1,3,21.0,2,2,262.375,2,9
744,0,3,0,24.0,1,0,16.1,1,2
745,1,3,0,31.0,0,0,7.925,1,2
746,0,1,0,70.0,1,1,71.0,1,9
747,0,3,0,16.0,1,1,20.25,1,2
748,1,2,3,30.0,0,0,13.0,1,2
749,0,1,0,19.0,1,0,53.1,1,7
750,0,3,0,31.0,0,0,7.75,4,2
751,1,2,3,4.0,1,1,23.0,1,2
752,1,3,0,6.0,0,1,12.475,1,5
753,0,3,0,33.0,0,0,9.5,1,2
754,0,3,0,23.0,0,0,7.8958,1,2
755,1,2,3,48.0,1,2,65.0,1,2
756,1,2,0,1.0,1,1,14.5,1,2
757,0,3,0,28.0,0,0,7.7958,1,2
758,0,2,0,18.0,0,0,11.5,1,2
759,0,3,0,34.0,0,0,8.05,1,2
760,1,1,3,33.0,0,0,86.5,1,9
761,0,3,0,30.0,0,0,14.5,1,2
762,0,3,0,41.0,0,0,7.125,1,2
763,1,3,0,20.0,0,0,7.2292,2,2
764,1,1,3,36.0,1,2,120.0,1,9
765,0,3,0,16.0,0,0,7.775,1,2
766,1,1,3,51.0,1,0,77.9583,1,7
767,0,1,0,30.0,0,0,39.6,2,2
768,0,3,3,30.0,0,0,7.75,4,2
769,0,3,0,30.0,1,0,24.15,4,2
770,0,3,0,32.0,0,0,8.3625,1,2
771,0,3,0,24.0,0,0,9.5,1,2
772,0,3,0,48.0,0,0,7.8542,1,2
773,0,2,3,57.0,0,0,10.5,1,5
774,0,3,0,30.0,0,0,7.225,2,2
775,1,2,3,54.0,1,3,23.0,1,2
776,0,3,0,18.0,0,0,7.75,1,2
777,0,3,0,30.0,0,0,7.75,4,10
778,1,3,3,5.0,0,0,12.475,1,2
779,0,3,0,30.0,0,0,7.7375,4,2
780,1,1,3,43.0,0,1,211.3375,1,9
781,1,3,3,13.0,0,0,7.2292,2,2
782,1,1,3,17.0,1,0,57.0,1,9
783,0,1,0,29.0,0,0,30.0,1,7
784,0,3,0,30.0,1,2,23.45,1,2
785,0,3,0,25.0,0,0,7.05,1,2
786,0,3,0,25.0,0,0,7.25,1,2
787,1,3,3,18.0,0,0,7.4958,1,2
788,0,3,0,8.0,4,1,29.125,4,2
789,1,3,0,1.0,1,2,20.575,1,2
790,0,1,0,46.0,0,0,79.2,2,9
791,0,3,0,30.0,0,0,7.75,4,2
792,0,2,0,16.0,0,0,26.0,1,2
793,0,3,3,30.0,8,2,69.55,1,2
794,0,1,0,30.0,0,0,30.6958,2,2
795,0,3,0,25.0,0,0,7.8958,1,2
796,0,2,0,39.0,0,0,13.0,1,2
797,1,1,3,49.0,0,0,25.9292,1,7
798,1,3,3,31.0,0,0,8.6833,1,2
799,0,3,0,30.0,0,0,7.2292,2,2
800,0,3,3,30.0,1,1,24.15,1,2
801,0,2,0,34.0,0,0,13.0,1,2
802,1,2,3,31.0,1,1,26.25,1,2
803,1,1,0,11.0,1,2,120.0,1,9
804,1,3,0,0.0,0,1,8.5167,2,2
805,1,3,0,27.0,0,0,6.975,1,2
806,0,3,0,31.0,0,0,7.775,1,2
807,0,1,0,39.0,0,0,0.0,1,8
808,0,3,3,18.0,0,0,7.775,1,2
809,0,2,0,39.0,0,0,13.0,1,2
810,1,1,3,33.0,1,0,53.1,1,5
811,0,3,0,26.0,0,0,7.8875,1,2
812,0,3,0,39.0,0,0,24.15,1,2
813,0,2,0,35.0,0,0,10.5,1,2
814,0,3,3,6.0,4,2,31.275,1,2
815,0,3,0,30.0,0,0,8.05,1,2
816,0,1,0,30.0,0,0,0.0,1,9
817,0,3,3,23.0,0,0,7.925,1,2
818,0,2,0,31.0,1,1,37.0042,2,2
819,0,3,0,43.0,0,0,6.45,1,2
820,0,3,0,10.0,3,2,27.9,1,2
821,1,1,3,52.0,1,1,93.5,1,9
822,1,3,0,27.0,0,0,8.6625,1,2
823,0,1,0,38.0,0,0,0.0,1,2
824,1,3,3,27.0,0,1,12.475,1,5
825,0,3,0,2.0,4,1,39.6875,1,2
826,0,3,0,30.0,0,0,6.95,4,2
827,0,3,0,30.0,0,0,56.4958,1,2
828,1,2,0,1.0,0,2,37.0042,2,2
829,1,3,0,30.0,0,0,7.75,4,2
830,1,1,3,62.0,0,0,80.0,1,9
831,1,3,3,15.0,1,0,14.4542,2,2
832,1,2,0,1.0,1,1,18.75,1,2
833,0,3,0,30.0,0,0,7.2292,2,2
834,0,3,0,23.0,0,0,7.8542,1,2
835,0,3,0,18.0,0,0,8.3,1,2
836,1,1,3,39.0,1,1,83.1583,2,5
837,0,3,0,21.0,0,0,8.6625,1,2
838,0,3,0,30.0,0,0,8.05,1,2
839,1,3,0,32.0,0,0,56.4958,1,2
840,1,1,0,30.0,0,0,29.7,2,2
841,0,3,0,20.0,0,0,7.925,1,2
842,0,2,0,16.0,0,0,10.5,1,2
843,1,1,3,30.0,0,0,31.0,2,2
844,0,3,0,34.0,0,0,6.4375,2,2
845,0,3,0,17.0,0,0,8.6625,1,2
846,0,3,0,42.0,0,0,7.55,1,2
847,0,3,0,30.0,8,2,69.55,1,2
848,0,3,0,35.0,0,0,7.8958,2,2
849,0,2,0,28.0,0,1,33.0,1,2
850,1,1,3,30.0,1,0,89.1042,2,2
851,0,3,0,4.0,4,2,31.275,1,2
852,0,3,0,74.0,0,0,7.775,1,2
853,0,3,3,9.0,1,1,15.2458,2,2
854,1,1,3,16.0,0,1,39.4,1,7
855,0,2,3,44.0,1,0,26.0,1,2
856,1,3,3,18.0,0,1,9.35,1,2
857,1,1,3,45.0,1,1,164.8667,1,2
858,1,1,0,51.0,0,0,26.55,1,5
859,1,3,3,24.0,0,3,19.2583,2,2
860,0,3,0,30.0,0,0,7.2292,2,2
861,0,3,0,41.0,2,0,14.1083,1,2
862,0,2,0,21.0,1,0,11.5,1,2
863,1,1,3,48.0,0,0,25.9292,1,7
864,0,3,3,30.0,8,2,69.55,1,2
865,0,2,0,24.0,0,0,13.0,1,2
866,1,2,3,42.0,0,0,13.0,1,2
867,1,2,3,27.0,1,0,13.8583,2,2
868,0,1,0,31.0,0,0,50.4958,1,8
869,0,3,0,30.0,0,0,9.5,1,2
870,1,3,0,4.0,1,1,11.1333,1,2
871,0,3,0,26.0,0,0,7.8958,1,2
872,1,1,3,47.0,1,1,52.5542,1,7
873,0,1,0,33.0,0,0,5.0,1,9
874,0,3,0,47.0,0,0,9.0,1,2
875,1,2,3,28.0,1,0,24.0,2,2
876,1,3,3,15.0,0,0,7.225,2,2
877,0,3,0,20.0,0,0,9.8458,1,2
878,0,3,0,19.0,0,0,7.8958,1,2
879,0,3,0,30.0,0,0,7.8958,1,2
880,1,1,3,56.0,0,1,83.1583,2,2
881,1,2,3,25.0,0,1,26.0,1,2
882,0,3,0,33.0,0,0,7.8958,1,2
883,0,3,3,22.0,0,0,10.5167,1,2
884,0,2,0,28.0,0,0,10.5,1,2
885,0,3,0,25.0,0,0,7.05,1,2
886,0,3,3,39.0,0,5,29.125,4,2
887,0,2,0,27.0,0,0,13.0,1,2
888,1,1,3,19.0,0,0,30.0,1,9
889,0,3,3,30.0,1,2,23.45,1,2
890,1,1,0,26.0,0,0,30.0,2,2
891,0,3,0,32.0,0,0,7.75,4,2
